10,1024,0.004098
10,1024,0.002406
10,1024,0.001676
10,1024,0.001705
10,1024,0.00169
10,1024,0.001489
10,1024,0.002048
10,1024,0.001572
10,1024,0.001511
10,1024,0.001731
11,2048,0.002993
11,2048,0.003063
11,2048,0.003006
11,2048,0.003016
11,2048,0.003829
11,2048,0.003127
11,2048,0.003011
11,2048,0.003037
11,2048,0.003156
11,2048,0.003046
12,4096,0.006449
12,4096,0.006197
12,4096,0.006495
12,4096,0.006664
12,4096,0.006432
12,4096,0.006204
12,4096,0.005935
12,4096,0.005895
12,4096,0.007179
12,4096,0.005767
13,8192,0.012001
13,8192,0.012481
13,8192,0.012115
13,8192,0.012062
13,8192,0.012894
13,8192,0.012192
13,8192,0.012085
13,8192,0.012982
13,8192,0.012021
13,8192,0.01202
14,16384,0.02489
14,16384,0.023773
14,16384,0.024722
14,16384,0.024145
14,16384,0.023652
14,16384,0.023665
14,16384,0.024544
14,16384,0.026303
14,16384,0.023945
14,16384,0.024301
15,32768,0.047006
15,32768,0.050862
15,32768,0.052514
15,32768,0.054912
15,32768,0.054673
15,32768,0.047822
15,32768,0.04809
15,32768,0.048656
15,32768,0.050699
15,32768,0.051224
16,65536,0.101147
16,65536,0.100315
16,65536,0.094932
16,65536,0.093361
16,65536,0.096444
16,65536,0.098543
16,65536,0.098528
16,65536,0.098047
16,65536,0.098441
16,65536,0.099428
17,131072,0.195005
17,131072,0.192977
17,131072,0.192573
17,131072,0.193489
17,131072,0.19972
17,131072,0.19235
17,131072,0.201233
17,131072,0.209044
17,131072,0.18542
17,131072,0.198302
18,262144,0.394817
18,262144,0.388917
18,262144,0.386421
18,262144,0.381739
18,262144,0.387279
18,262144,0.435624
18,262144,0.399344
18,262144,0.406634
18,262144,0.400923
18,262144,0.431769
19,524288,0.85457
19,524288,0.769352
19,524288,0.799075
19,524288,0.890374
19,524288,1.01414
19,524288,0.953791
19,524288,0.89059
19,524288,0.871095
19,524288,0.857699
19,524288,0.810166
20,1048576,1.71015
20,1048576,2.01107
20,1048576,1.92524
20,1048576,1.83336
20,1048576,1.69682
20,1048576,1.99439
20,1048576,1.92646
20,1048576,1.65923
20,1048576,1.76959
20,1048576,1.86328
21,2097152,3.11257
21,2097152,3.21388
21,2097152,3.33132
21,2097152,2.97162
21,2097152,3.24942
21,2097152,3.11776
21,2097152,3.23491
21,2097152,3.235
21,2097152,3.00079
21,2097152,3.17821
22,4194304,6.573
22,4194304,6.50535
22,4194304,6.13833
22,4194304,6.27309
22,4194304,6.33803
22,4194304,6.59392
22,4194304,6.48862
22,4194304,6.3868
22,4194304,7.07391
22,4194304,6.12301
23,8388608,12.5523
23,8388608,12.4002
23,8388608,12.7579
23,8388608,12.8213
23,8388608,13.8267
23,8388608,12.9944
23,8388608,13.4831
23,8388608,12.4553
23,8388608,12.321
23,8388608,12.4843
24,16777216,27.2511
24,16777216,24.8568
24,16777216,26.1249
24,16777216,26.1181
24,16777216,25.8662
24,16777216,26.4737
24,16777216,25.4602
24,16777216,26.0054
24,16777216,27.4934
24,16777216,25.1399
25,33554432,54.1609
25,33554432,52.0075
25,33554432,51.5009
25,33554432,53.4464
25,33554432,50.9283
25,33554432,57.3648
25,33554432,52.6788
25,33554432,54.7946
25,33554432,55.3599
25,33554432,63.7404
26,67108864,128.853
26,67108864,114.896
26,67108864,110.896
26,67108864,105.139
26,67108864,104.014
26,67108864,104.792
26,67108864,102.706
26,67108864,103.866
26,67108864,102.848
26,67108864,102.697
27,134217728,205.356
27,134217728,209.118
27,134217728,205.726
27,134217728,208.686
27,134217728,203.415
27,134217728,215.361
27,134217728,215.036
27,134217728,210.563
27,134217728,208.763
27,134217728,205.186
28,268435456,413.823
28,268435456,420.779
28,268435456,419.254
28,268435456,419.307
28,268435456,425.01
28,268435456,428.816
28,268435456,419.983
28,268435456,419.793
28,268435456,417.152
28,268435456,414.146
29,536870912,858.064
29,536870912,844.974
29,536870912,837.029
29,536870912,846.04
29,536870912,834.236
29,536870912,846.304
29,536870912,844.609
29,536870912,846.4
29,536870912,851.264
29,536870912,847.937
30,1073741824,1655.87
30,1073741824,1637.32
30,1073741824,1565.33
30,1073741824,1607.69
30,1073741824,1606.1
30,1073741824,1578.32
30,1073741824,1596.37
30,1073741824,1605.9
30,1073741824,1572.84
30,1073741824,1558.75
